filing_date,quarter,symbol,percentage,value,price_before,price_after,price_change_pct,hld_pct_change
2018-08-14,Q2 2018,MELI,2.3,444360,358.8599853515625,344.7900085449219,-3.920742735598332,56.703706707762194
2018-11-14,Q3 2018,MELI,1.5,311695,327.94000244140625,340.7699890136719,3.912296906980108,-29.855297506526234
2019-02-14,Q4 2018,MELI,0.8,114065,360.5700073242188,363.1000061035156,0.7016664525349555,-63.40493110252009
2019-05-15,Q1 2019,MELI,1.1,197761,562.6900024414062,595.72998046875,5.871790485700739,73.37570683382282
2019-08-14,Q2 2019,MELI,1.3,238284,637.5700073242188,613.25,-3.8144842205307,20.490895575973013
2019-11-14,Q3 2019,MELI,1.1,214704,513.72998046875,550.0999755859375,7.079593658131827,-9.895754645716881
2017-02-14,Q4 2016,META,0.5,42200,133.4211883544922,132.81405639648438,-0.4550491308732005,
2017-05-15,Q1 2017,META,1.0,100173,149.62481689453125,149.077392578125,-0.3658646525142436,137.37677725118482
2017-08-14,Q2 2017,META,0.7,80170,167.29156494140625,170.19784545898438,1.7372546658859025,-19.968454573587692
2017-11-14,Q3 2017,META,2.1,308762,177.93142700195312,177.11524963378906,-0.4587033229127665,285.1340900586254
2018-02-14,Q4 2017,META,3.4,427594,172.3377685546875,179.1158447265625,3.933018414198703,38.48660133047461
2018-05-15,Q1 2018,META,5.3,793903,185.76451110839844,182.34060668945312,-1.8431423733822736,85.66747896368985
2018-05-15,Q1 2018,META,0.8,122239,185.76451110839844,182.34060668945312,-1.8431423733822736,-84.60277892891197
2018-08-14,Q2 2018,META,5.3,1025652,179.2053985595703,178.68783569335938,-0.2888098630794833,739.0546388632107
2018-08-14,Q2 2018,META,0.8,148655,179.2053985595703,178.68783569335938,-0.2888098630794833,-85.50629258266936
2018-11-14,Q3 2018,META,3.6,759970,141.49313354492188,143.1752166748047,1.188809016904539,411.2307019609162
2019-02-14,Q4 2018,META,4.7,704215,163.3003692626953,161.73773193359375,-0.9569098564546448,-7.336473808176636
2019-05-15,Q1 2019,META,8.1,1473226,179.8822021484375,186.1128387451172,3.4637315544637435,109.20116725715867
2019-08-14,Q2 2019,META,9.4,1732194,187.5660095214844,181.7334747314453,-3.1095904875936418,17.57829416532155
2019-11-14,Q3 2019,META,10.6,1998253,192.2837677001953,194.184814453125,0.9886673096055402,15.359653710843002
2020-02-14,Q4 2019,META,9.4,1707577,212.1401824951172,216.7783203125,2.1863551557421554,-14.546506373317092
2020-05-15,Q1 2020,META,8.8,1459583,205.83987426757807,212.18995666503903,3.084962240700873,-14.523151811016433
2020-08-14,Q2 2020,META,7.7,1986976,260.0742492675781,259.9349365234375,-0.0535665274562775,36.13312843462823
2020-11-16,Q3 2020,META,6.4,2291756,275.65087890625,273.7099914550781,-0.7041107428617991,15.338886831043762
2021-02-16,Q4 2020,META,4.4,1728229,269.23114013671875,272.2867126464844,1.1349253686679666,-24.58931055487582
2021-05-17,Q1 2021,META,3.8,1637627,314.4579772949219,308.5059814453125,-1.8927794107214375,-5.242476546800223
2021-08-16,Q2 2021,META,3.3,1757026,361.4763488769531,356.7685241699219,-1.3023880322067205,7.290976516630465
2021-11-15,Q3 2021,META,3.3,1714984,339.2909545898437,341.3511962890625,0.6072197538273013,-2.39279327682117
2022-02-14,Q4 2021,META,3.7,1699623,218.52012634277344,219.9633026123047,0.6604317385701423,-0.8956934875194222
2022-05-16,Q1 2022,META,3.3,867756,197.68829345703125,201.66954040527344,2.0139012172248507,-48.94420703885509
2022-08-15,Q2 2022,META,6.1,724514,179.65328979492188,178.6281280517578,-0.5706334375141735,-16.507174827947026
2022-11-14,Q3 2022,META,5.6,609020,112.48983764648438,116.53079986572266,3.592290916035981,-15.940892791581662
2023-02-14,Q4 2022,META,11.7,956038,178.5883026123047,176.32896423339844,-1.2651099460926185,56.97973793964073
2023-05-15,Q1 2023,META,14.4,1580453,232.71319580078125,237.69973754882807,2.1427842675134343,65.31278045433339
2023-08-14,Q2 2023,META,20.5,2458014,300.22509765625,300.5335998535156,0.1027569645822389,55.5259156710133
2023-11-14,Q3 2023,META,19.7,2670639,327.64581298828125,331.1492614746094,1.0692791872952856,8.650276198589602
2024-02-14,Q4 2023,META,18.8,2642360,457.9616088867188,481.7594909667969,5.196479708840564,-1.058885158196221
2024-05-15,Q1 2024,META,19.8,3624922,470.1349182128906,471.5098876953125,0.292462744024312,37.185016424711236
2024-08-14,Q2 2024,META,17.4,3764072,527.1416625976562,535.9085083007812,1.6630910294442698,3.83870328796041
2024-11-14,Q3 2024,META,18.2,4273344,579.0173950195312,553.141357421875,-4.46895686040372,13.529815582698745
2025-02-14,Q4 2024,META,16.5,4370913,727.9124145507812,715.7332153320312,-1.6731682239910943,2.283200229141391
2025-05-15,Q1 2025,META,16.2,4302607,659.3599853515625,640.3400268554688,-2.8846091541258065,-1.562739866933982
2014-02-14,Q4 2013,MMYT,1.7,138381,26.75,24.479999542236328,-8.485983019677278,
2014-05-15,Q1 2014,MMYT,2.6,194566,19.82999992370605,20.84000015258789,5.093294164234549,40.60167219488224
2014-08-14,Q2 2014,MMYT,3.2,252404,28.030000686645508,26.399999618530277,-5.815201670301154,29.72667372511126
2014-11-14,Q3 2014,MMYT,2.5,189917,29.1200008392334,28.84000015258789,-0.9615407918129684,-24.756739195892298
2015-02-17,Q4 2014,MMYT,1.1,93764,24.549999237060547,25.190000534057617,2.606930007683779,-50.628958966285275
2015-05-15,Q1 2015,MMYT,0.5,41820,20.06999969482422,18.51000022888184,-7.77279267395647,-55.39866046670363
2021-08-16,Q2 2021,MNDY,0.1,44718,267.8999938964844,305.0,13.848453508308378,
2021-11-15,Q3 2021,MNDY,0.1,65240,363.9200134277344,400.5899963378906,10.076385347638489,45.89203452748334
2022-02-14,Q4 2021,MNDY,0.1,61744,218.91000366210935,235.9900054931641,7.802293885764082,-5.358675659104839
2022-05-16,Q1 2022,MNDY,1.2,328129,110.37999725341795,105.87999725341795,-4.076825613311614,431.4346333246955
2022-08-15,Q2 2022,MNDY,0.7,80271,137.10000610351562,130.77000427246094,-4.617068963713466,-75.53675536145845
2014-08-14,Q2 2014,MNK,0.7,58364,,,,
2021-08-16,Q2 2021,MNTV,0.0,14725,,,,
2021-11-15,Q3 2021,MNTV,0.0,207,,,,-98.59422750424449
2022-02-14,Q4 2021,MNTV,0.0,224,,,,8.212560386473422
2015-02-17,Q4 2014,MOMO,0.2,21000,6.997175216674805,7.117815971374512,1.7241351111547252,
2015-05-15,Q1 2015,MOMO,0.3,23108,7.860710144042969,8.14008903503418,3.554117705293215,10.038095238095245
2022-02-14,Q4 2021,MQ,0.1,37894,11.010000228881836,11.960000038146973,8.628517615949384,
2016-02-16,Q4 2015,MSFT,0.2,22747,44.37392425537109,46.391719818115234,4.547255165289789,
2017-02-14,Q4 2016,MSFT,1.6,131613,58.42941284179688,58.61105728149414,0.3108784272556101,478.5949795577439
2017-05-15,Q1 2017,MSFT,1.4,139491,62.10792541503906,63.404815673828125,2.088123617271924,5.9857308928449315
2017-08-14,Q2 2017,MSFT,6.3,722903,66.22746276855469,67.24153137207031,1.5311904776716174,418.2434709049329
2017-11-14,Q3 2017,MSFT,5.3,781214,77.07704162597656,76.58733367919922,-0.6353486543421017,8.066227419169646
2018-02-14,Q4 2017,MSFT,6.5,820062,82.90962982177734,85.92332458496094,3.6349152319963753,4.972773145386533
2018-05-15,Q1 2018,MSFT,8.0,1205430,90.90292358398438,90.47737121582033,-0.4681393638246393,46.99254446615011
2018-08-14,Q2 2018,MSFT,6.7,1296751,100.77772521972656,100.6513671875,-0.1253828978090773,7.575802825547728
2018-11-14,Q3 2018,MSFT,7.1,1498933,99.97823333740234,100.72938537597656,0.751315574900451,15.591428115343664
2019-02-14,Q4 2018,MSFT,8.9,1337413,100.28805541992188,101.6119613647461,1.320103315674849,-10.775665089767184
2019-05-15,Q1 2019,MSFT,8.7,1567706,117.61402130126952,122.02442932128906,3.749899859917404,17.21928828267707
2019-08-14,Q2 2019,MSFT,11.1,2046976,131.1764678955078,126.9413070678711,-3.2285980066259685,30.571420916932123
2019-11-14,Q3 2019,MSFT,11.3,2124448,139.88426208496094,142.41012573242188,1.805681075063908,3.784704852426213
2020-02-14,Q4 2019,MSFT,9.5,1716265,175.0430145263672,178.3968963623047,1.91603295053645,-19.21360278058112
2020-05-15,Q1 2020,MSFT,10.2,1702288,172.48280334472656,176.66758728027344,2.4262035718326693,-0.8143847249696301
2020-08-14,Q2 2020,MSFT,8.7,2240879,199.95248413085935,201.4662322998047,0.7570539448535365,31.639240833513483
2020-11-16,Q3 2020,MSFT,6.8,2400651,207.93655395507807,205.9677734375,-0.9468179019661224,7.1298807298386
2021-02-16,Q4 2020,MSFT,6.8,2644959,235.90481567382807,235.68569946289065,-0.0928833141076947,10.176739559394509
2021-05-17,Q1 2021,MSFT,7.4,3235409,239.49794006347656,234.604736328125,-2.0431089027549327,22.323597454629727
2021-08-16,Q2 2021,MSFT,6.6,3557387,283.29205322265625,283.5145263671875,0.0785313749540284,9.951693897123981
2021-11-15,Q3 2021,MSFT,7.1,3702098,326.3538513183594,329.0579833984375,0.8285889898814872,4.067901524349193
2022-02-14,Q4 2021,MSFT,6.2,2852745,286.48016357421875,291.7525939941406,1.8404172750187435,-22.942477481687405
2022-05-16,Q1 2022,MSFT,8.5,2254529,254.06854248046875,259.6145935058594,2.1828955963003454,-20.969837822868854
2022-08-15,Q2 2022,MSFT,11.1,1324775,284.68853759765625,285.4687805175781,0.2740689619982432,-41.239389690707014
2022-11-14,Q3 2022,MSFT,12.8,1398357,241.5084228515625,236.4849090576172,-2.0800573887366647,5.554301673869144
2023-02-14,Q4 2022,MSFT,15.4,1260870,265.9168395996094,264.6178283691406,-0.4885028087821251,-9.83203859958508
2023-05-15,Q1 2023,MSFT,15.6,1710146,303.5755920410156,306.29718017578125,0.8965108546664435,35.63222219578546
2023-08-14,Q2 2023,MSFT,16.1,1930493,316.0948486328125,316.93182373046875,0.2647860606638709,12.884689377398196
2023-11-14,Q3 2023,MSFT,14.3,1935951,361.83001708984375,365.5209045410156,1.020061154919442,0.2827257078891199
2024-02-14,Q4 2023,MSFT,14.3,2009619,401.759521484375,402.7402038574219,0.2440968590921161,3.805261600112808
2024-05-15,Q1 2024,MSFT,12.3,2248397,412.6462707519531,417.7868347167969,1.245755585159234,11.881754700766667
2024-08-14,Q2 2024,MSFT,11.0,2388574,410.8599548339844,418.5796203613281,1.8789043411307933,6.2345306456110805
2024-11-14,Q3 2024,MSFT,9.8,2299594,422.7254028320313,412.5847473144531,-2.398875357298432,-3.7252352240290665
2025-02-14,Q4 2024,MSFT,8.5,2252565,408.9676818847656,408.0711364746094,-0.2192215790803902,-2.0451001350673237
2025-05-15,Q1 2025,MSFT,8.8,2342758,452.1099853515625,454.2699890136719,0.4777606626913466,4.004013202726675
2014-02-14,Q4 2013,MSI,2.5,201604,54.31447982788086,54.40544128417969,0.1674718354793771,
2014-05-15,Q1 2014,MSI,1.7,123565,55.84188461303711,55.09400939941406,-1.3392728752002836,-38.709053391797774
2021-02-16,Q4 2020,MSP,0.1,40500,,,,
2021-05-17,Q1 2021,MSP,0.1,34365,,,,-15.148148148148143
2021-08-16,Q2 2021,MSP,0.1,41760,,,,21.518987341772156
2021-11-15,Q3 2021,MSP,0.1,35850,,,,-14.152298850574708
2022-02-14,Q4 2021,MSP,0.1,39525,,,,10.251046025104603
2023-02-14,Q4 2022,MTCH,0.7,60616,45.09082412719727,45.03152847290039,-0.1315027069135111,
2021-11-15,Q3 2021,MTTR,0.3,141825,,,,
2022-02-14,Q4 2021,MTTR,0.3,154800,,,,9.148598625066096
2022-05-16,Q1 2022,MTTR,0.1,29232,,,,-81.11627906976744
2022-08-15,Q2 2022,MTTR,0.1,13176,,,,-54.92610837438423
2014-05-15,Q1 2014,MWE,0.3,23842,,,,
2014-02-14,Q4 2013,MYGN,0.3,25220,30.850000381469727,35.029998779296875,13.54942737808812,
2014-05-15,Q1 2014,MYGN,1.1,80207,37.5099983215332,37.04999923706055,-1.2263372568816848,218.02934179222837
2014-08-14,Q2 2014,MYGN,0.9,73948,36.040000915527344,36.220001220703125,0.4994458951254648,-7.803558292917079
2014-11-14,Q3 2014,MYGN,1.0,73283,33.349998474121094,32.650001525878906,-2.098941470073441,-0.8992805755395739
2015-02-17,Q4 2014,MYGN,0.8,64714,34.029998779296875,33.779998779296875,-0.7346459270286388,-11.693025667617318
2015-05-15,Q1 2015,MYGN,0.1,10305,34.15999984741211,34.25,0.2634664900172968,-84.07608863615292
2021-11-15,Q3 2021,NABL,0.0,1241,13.31999969482422,12.829999923706056,-3.678677044629095,
2022-02-14,Q4 2021,NABL,0.0,1110,11.40999984741211,11.789999961853027,3.3304129668950475,-10.556003223207089
2020-11-16,Q3 2020,NCNO,0.1,21912,73.29000091552734,73.08999633789062,-0.2728947675512246,
2021-02-16,Q4 2020,NCNO,0.1,19913,80.06999969482422,78.75,-1.6485571373238614,-9.122855056589996
2021-05-17,Q1 2021,NCNO,0.0,18348,50.16999816894531,52.81999969482422,5.2820442945904444,-7.859187465474815
2021-08-16,Q2 2021,NCNO,0.0,16478,61.77999877929688,61.20000076293945,-0.9388119582672853,-10.191846522781777
2021-11-15,Q3 2021,NCNO,0.0,19533,69.62999725341797,70.88999938964844,1.8095679820935489,18.53987134360966
2022-02-14,Q4 2021,NCNO,0.0,15087,47.09000015258789,48.13999938964844,2.229771148138004,-22.761480571340808
2019-11-14,Q3 2019,NET,0.0,3250,16.260000228881836,16.739999771118164,2.9520266634666377,
2020-02-14,Q4 2019,NET,0.0,2986,18.06999969482422,17.5,-3.154397921697162,-8.123076923076923
2020-05-15,Q1 2020,NET,0.0,4109,28.020000457763672,28.06999969482422,0.1784412428397847,37.60884125920965
2020-08-14,Q2 2020,NET,0.0,6291,38.84999847412109,39.91999816894531,2.75418207683321,53.10294475541495
2020-11-16,Q3 2020,NET,0.0,7186,63.77000045776367,65.95999908447266,3.434214538165905,14.226673024956282
2021-02-16,Q4 2020,NET,0.0,13298,85.94999694824219,84.4000015258789,-1.8033687927838615,85.05427219593655
2021-05-17,Q1 2021,NET,0.0,12296,72.30000305175781,72.43000030517578,0.1798025559209269,-7.534967664310422
2021-08-16,Q2 2021,NET,0.0,18522,121.75,119.83999633789062,-1.5687915089194044,50.634352635003246
2021-11-15,Q3 2021,NET,0.0,19714,204.75999450683597,212.1699981689453,3.618872758790776,6.435590109059497
2022-02-14,Q4 2021,NET,0.1,23013,104.91999816894533,115.3499984741211,9.940907822340108,16.734300497108645
2017-08-14,Q2 2017,NETS,1.5,168718,,,,
2017-11-14,Q3 2017,NETS,0.8,116587,,,,-30.898303678327153
2018-02-14,Q4 2017,NETS,0.6,70041,,,,-39.92383370358616
2018-05-15,Q1 2018,NETS,0.3,52486,,,,-25.063891149469598
2018-08-14,Q2 2018,NETS,0.1,21012,,,,-59.9664672484091
2018-11-14,Q3 2018,NETS,0.1,20746,,,,-1.2659432705120932
2019-02-14,Q4 2018,NETS,0.1,13210,,,,-36.32507471319772
2019-05-15,Q1 2019,NETS,0.1,14806,,,,12.081756245268727
2018-08-14,Q2 2018,NEW,0.1,14980,,,,
2018-11-14,Q3 2018,NEW,0.0,6118,,,,-59.1588785046729
2019-02-14,Q4 2018,NEW,0.0,2390,,,,-60.93494606080419
2015-02-17,Q4 2014,NEWR,0.0,871,,,,
2015-05-15,Q1 2015,NEWR,0.0,868,,,,-0.3444316877152742
2015-08-14,Q2 2015,NEWR,0.0,880,,,,1.382488479262678
2015-11-16,Q3 2015,NEWR,0.0,953,,,,8.29545454545455
2016-02-16,Q4 2015,NEWR,0.0,911,,,,-4.407135362014691
2019-11-14,Q3 2019,NEWR,1.0,179434,,,,19596.377607025246
2020-02-14,Q4 2019,NEWR,0.5,88446,,,,-50.70833844198981
2020-05-15,Q1 2020,NEWR,0.4,62239,,,,-29.630509011148042
2020-08-14,Q2 2020,NEWR,0.4,92739,,,,49.00464339079997
2014-02-14,Q4 2013,NFLX,3.0,244097,62.36428451538086,62.40714263916016,0.0687222247674898,
2014-08-14,Q2 2014,NFLX,2.2,176372,64.50428771972656,65.58428955078125,1.6743101415945156,-27.74511771959508
2015-02-17,Q4 2014,NFLX,0.5,44409,66.5857162475586,67.86571502685547,1.9223323731143416,-74.8208332388361
2015-05-15,Q1 2015,NFLX,0.7,64952,83.8357162475586,88.26714324951172,5.285846176667184,46.258641266409974
2015-08-14,Q2 2015,NFLX,17.3,1689018,123.7300033569336,125.36000061035156,1.317382372257591,2500.4095331937433
2015-11-16,Q3 2015,NFLX,22.9,1858398,103.6500015258789,117.0999984741211,12.976359623963967,10.028312309282672
2016-02-16,Q4 2015,NFLX,16.5,2058528,87.4000015258789,94.76000213623048,8.42105318290216,10.768952614025618
2016-05-16,Q1 2016,NFLX,26.5,1839861,87.87999725341797,88.62999725341797,0.8534365309971944,-10.62249335447465
2017-05-15,Q1 2017,NFLX,0.6,63410,160.80999755859375,159.41000366210938,-0.8705888425713484,-96.55354399055146
2017-08-14,Q2 2017,NFLX,0.5,56238,171.39999389648438,168.5,-1.6919451573818622,-11.310518845607954
2017-11-14,Q3 2017,NFLX,3.8,553797,195.0800018310547,192.1199951171875,-1.5173296524933626,884.738077456524
2018-02-14,Q4 2017,NFLX,2.7,336755,258.2699890136719,280.2699890136719,8.518217731768827,-39.191617144910495
2018-05-15,Q1 2018,NFLX,4.2,637203,328.5299987792969,328.19000244140625,-0.1034901954627988,89.2185713649389
2018-08-14,Q2 2018,NFLX,4.4,844491,341.3099975585937,326.3999938964844,-4.368463792083831,32.53092028756927
2018-11-14,Q3 2018,NFLX,3.8,807167,294.3999938964844,290.0599975585937,-1.474183569248522,-4.419703703177413
2019-02-14,Q4 2018,NFLX,2.6,395415,351.7699890136719,356.8699951171875,1.4498127363893478,-51.01199627834141
2019-05-15,Q1 2019,NFLX,4.2,752275,345.6099853515625,359.3099975585937,3.964009371168856,90.2494847185868
2019-08-14,Q2 2019,NFLX,4.3,788567,312.2799987792969,295.760009765625,-5.290120750047567,4.824299624472439
2019-11-14,Q3 2019,NFLX,3.0,574530,283.1099853515625,295.0299987792969,4.210382552537753,-27.142525619256197
2020-02-14,Q4 2019,NFLX,2.8,501857,381.3999938964844,387.7799987792969,1.6727857852415422,-12.649121890936943
2020-05-15,Q1 2020,NFLX,3.5,582401,441.9500122070313,452.5799865722656,2.4052435957971574,16.049193296098284
2020-08-14,Q2 2020,NFLX,2.7,705767,481.3299865722656,482.3500061035156,0.2119168885599561,21.182312530369973
2020-11-16,Q3 2020,NFLX,2.2,775547,482.8399963378906,480.6300048828125,-0.4577067914505526,9.887115719493833
2021-02-16,Q4 2020,NFLX,1.5,571168,556.52001953125,551.3400268554688,-0.930782809959702,-26.35288383553801
2021-05-17,Q1 2021,NFLX,1.3,551024,493.3699951171875,486.2799987792969,-1.437054625951985,-3.526808224550393
2021-08-16,Q2 2021,NFLX,1.1,573895,515.9199829101562,518.9099731445312,0.5795453429637141,4.150635906965938
2021-11-15,Q3 2021,NFLX,1.3,663128,682.6099853515625,687.4000244140625,0.7017241419392658,15.54866308296814
2022-02-14,Q4 2021,NFLX,1.4,654545,391.30999755859375,407.4599914550781,4.127161073636029,-1.2943202518970742
2017-02-14,Q4 2016,NLOK,0.8,62831,,,,
2014-02-14,Q4 2013,NMBL,0.1,11325,,,,
2014-05-15,Q1 2014,NMBL,0.1,9473,,,,-16.353200883002206
2014-08-14,Q2 2014,NMBL,0.1,7680,,,,-18.92747809564024
2014-11-14,Q3 2014,NMBL,0.1,6493,,,,-15.455729166666664
2015-02-17,Q4 2014,NMBL,0.1,6875,,,,5.883258894193744
2015-05-15,Q1 2015,NMBL,0.1,5578,,,,-18.86545454545454
2017-11-14,Q3 2017,NOW,0.4,62444,125.02999877929688,123.31999969482422,-1.3676710398847152,
2018-02-14,Q4 2017,NOW,0.9,107741,147.5500030517578,152.5399932861328,3.3818977507066563,72.54019601563
2018-05-15,Q1 2018,NOW,0.4,59198,173.72999572753906,171.14999389648438,-1.485064119325086,-45.055271437985546
2018-08-14,Q2 2018,NOW,1.4,262862,185.0200042724609,182.72999572753903,-1.2377086217929183,344.03864995439034
2018-11-14,Q3 2018,NOW,1.5,321831,168.6699981689453,172.97000122070312,2.5493585690626444,22.4334441646187
2019-02-14,Q4 2018,NOW,1.3,196506,231.97000122070312,234.88999938964844,1.2587826674049718,-38.94124556055818
2019-05-15,Q1 2019,NOW,1.1,197093,272.07000732421875,277.9599914550781,2.164878146175236,0.29871861418990786
2019-08-14,Q2 2019,NOW,1.2,219546,262.19000244140625,252.2899932861328,-3.7758911717031904,11.392083940068897
2019-11-14,Q3 2019,NOW,1.1,202978,253.94000244140625,259.9599914550781,2.370634384419571,-7.546482286172374
2020-02-14,Q4 2019,NOW,0.9,157450,351.8099975585937,357.489990234375,1.614505760267728,-22.43001704618235
2020-05-15,Q1 2020,NOW,1.0,159826,367.8299865722656,374.8699951171875,1.913930022542836,1.5090504922197434
2020-08-14,Q2 2020,NOW,1.1,292858,438.4200134277344,442.3699951171875,0.9009583432495852,83.23551862650633
2020-11-16,Q3 2020,NOW,2.0,722117,508.010009765625,513.0999755859375,1.001942033122694,146.57581490005396
2021-02-16,Q4 2020,NOW,2.3,904356,591.2899780273438,580.9400024414062,-1.7504060563426078,25.236769110822756
2021-05-17,Q1 2021,NOW,2.5,1078237,460.3299865722656,457.2200012207031,-0.6755991228640661,19.22705217856684
2021-08-16,Q2 2021,NOW,2.3,1212439,587.8300170898438,582.239990234375,-0.950959749068815,12.446428753604266
2021-11-15,Q3 2021,NOW,2.6,1372877,691.4000244140625,692.5499877929688,0.1663238846253735,13.232665725863324
2022-02-14,Q4 2021,NOW,3.1,1432092,583.719970703125,591.6599731445312,1.360241698059782,4.31320504313204
2022-05-16,Q1 2022,NOW,5.1,1361599,452.6499938964844,432.8500061035156,-4.374237945421639,-4.922379288481471
2022-08-15,Q2 2022,NOW,4.4,530768,506.510009765625,496.739990234375,-1.9288897243651384,-61.01877278111984
2022-11-14,Q3 2022,NOW,5.9,639716,409.9100036621094,419.4800109863281,2.3346605934768427,20.52648238024899
2023-02-14,Q4 2022,NOW,3.8,314070,461.0400085449219,463.9100036621094,0.6225045687998809,-50.90477649456946
2023-05-15,Q1 2023,NOW,3.4,375910,455.2000122070313,468.239990234375,2.864669964334928,19.689878052663424
2023-08-14,Q2 2023,NOW,2.9,348755,557.4400024414062,559.5999755859375,0.387480829339708,-7.2238035700034615
2023-11-14,Q3 2023,NOW,2.4,332276,638.4099731445312,650.9000244140625,1.956431101477106,-4.7250935470459225
2024-02-14,Q4 2023,NOW,2.9,409520,773.760009765625,780.0,0.8064503406250109,23.246939291432422
2024-05-15,Q1 2024,NOW,2.4,441928,721.6199951171875,758.010009765625,5.042822385004444,7.9136550107442805
2024-08-14,Q2 2024,NOW,2.1,455997,818.7999877929688,832.1099853515625,1.6255493108237742,3.1835502615810807
2024-11-14,Q3 2024,NOW,2.2,518437,1045.550048828125,1011.3900146484376,-3.267183069617261,13.693072542143913
2025-02-14,Q4 2024,NOW,2.3,614503,989.47998046875,997.47998046875,0.8085054935836226,18.529927455023465
2025-05-15,Q1 2025,NOW,1.7,461486,1026.8199462890625,1040.1800537109375,1.301114910180559,-24.90093620372886
2017-02-14,Q4 2016,NTES,0.5,41335,44.87504196166992,45.05918502807617,0.4103462823801614,
2017-05-15,Q1 2017,NTES,0.8,78930,46.83867263793945,50.01719665527344,6.786110362058747,90.95197774283295
2022-02-14,Q4 2021,NU,5.4,2494908,8.539999961853027,9.149999618530272,7.1428531545904965,
2022-05-16,Q1 2022,NU,7.4,1966968,4.820000171661377,4.079999923706055,-15.352701692959815,-21.16070011399218
2022-08-15,Q2 2022,NU,6.4,759269,4.25,5.519999980926514,29.88235249238856,-61.39901615074572
2022-11-14,Q3 2022,NU,1.9,203807,4.440000057220459,4.909999847412109,10.585580723750732,-73.15747119927194
2023-02-14,Q4 2022,NU,1.3,103139,4.869999885559082,5.239999771118164,7.597533762911077,-49.39378922215626
2023-05-15,Q1 2023,NU,1.1,120822,5.809999942779541,6.099999904632568,4.991393540604571,17.144823975411818
2023-08-14,Q2 2023,NU,1.3,160371,7.760000228881836,7.909999847412109,1.932984717861115,32.73327705219249
2023-11-14,Q3 2023,NU,1.1,147662,8.449999809265137,8.170000076293945,-3.313606382146675,-7.924749487126725
2024-02-14,Q4 2023,NU,1.2,171620,9.920000076293944,10.460000038146973,5.443547960684777,16.224891983042355
2024-05-15,Q1 2024,NU,1.2,219907,11.550000190734863,11.710000038146973,1.3852800412978128,28.135998135415452
2024-08-14,Q2 2024,NU,1.1,237602,12.710000038146973,13.779999732971191,8.418565630313067,8.046583328406998
2024-11-14,Q3 2024,NU,1.1,251611,15.640000343322754,14.0600004196167,-10.102301080706882,5.895994141463445
2025-02-14,Q4 2024,NU,0.3,91984,13.789999961853027,13.539999961853027,-1.8129079092934697,-63.441979881642695
2025-05-15,Q1 2025,NU,0.4,112973,13.489999771118164,13.050000190734863,-3.261672259812277,22.818098799791265
2023-05-15,Q1 2023,NVDA,0.1,12187,28.321605682373047,29.194040298461918,3.080456051373732,
2023-08-14,Q2 2023,NVDA,2.2,265899,40.83270263671875,43.91602325439453,7.551105899375638,2081.8248953803236
2023-11-14,Q3 2023,NVDA,3.6,483384,48.59747314453125,48.865352630615234,0.5512210177827512,81.79233468347005
2024-02-14,Q4 2023,NVDA,3.4,479548,72.10093688964844,72.63072204589844,0.7347826243379391,-0.7935719841782096
2024-05-15,Q1 2024,NVDA,4.8,874966,91.32599639892578,94.3280029296875,3.2871325242907834,82.45639643998098
2024-08-14,Q2 2024,NVDA,5.5,1196305,116.11138153076172,122.82972717285156,5.7861215270356015,36.725884205786286
2024-11-14,Q3 2024,NVDA,5.0,1175970,146.2464599609375,141.9571533203125,-2.932930234188695,-1.699817354270028
2025-02-14,Q4 2024,NVDA,4.9,1300403,135.27755737304688,139.38717651367188,3.0379164293247456,10.581307346275848
2025-05-15,Q1 2025,NVDA,4.5,1188663,135.33999633789062,135.39999389648438,0.0443309887817343,-8.592720871914317
2023-08-14,Q2 2023,NVO,0.9,102681,87.96611022949219,89.66632843017578,1.9328104837737448,
2023-11-14,Q3 2023,NVO,0.9,115402,98.10411834716795,93.86961364746094,-4.316337347553637,12.38885480273857
2024-02-14,Q4 2023,NVO,0.9,131278,116.8040542602539,118.51731872558594,1.4667851010673532,13.757127259492897
2024-05-15,Q1 2024,NVO,0.9,162939,130.32427978515625,130.44192504882812,0.0902711788362206,24.117521595392976
2024-08-14,Q2 2024,NVO,0.8,181137,130.9615936279297,134.8834686279297,2.994675684187457,11.168596836853052
2024-11-14,Q3 2024,NVO,0.6,151099,105.21456146240234,100.12654113769533,-4.835851857373561,-16.583028315584336
2025-02-14,Q4 2024,NVO,0.4,109159,77.57987213134766,81.02436065673828,4.439925499695187,-27.756636377474376
2025-05-15,Q1 2025,NVO,0.3,88119,64.41000366210938,64.37000274658203,-0.0621035759246124,-19.27463608131258
2023-11-14,Q3 2023,ODD,0.0,3827,30.09000015258789,35.209999084472656,17.015616171222984,
2017-08-14,Q2 2017,OKTA,0.0,1368,23.780000686645508,23.61000061035156,-0.7148867593995268,
2017-11-14,Q3 2017,OKTA,0.0,1693,29.155000686645508,28.6200008392334,-1.8350191555892053,23.757309941520475
2018-02-14,Q4 2017,OKTA,0.0,1537,31.56999969482422,33.36000061035156,5.6699427710821535,-9.214412285883045
2018-05-15,Q1 2018,OKTA,0.0,2391,48.150001525878906,48.9900016784668,1.744548548220545,55.56278464541313
2018-08-14,Q2 2018,OKTA,0.0,3022,54.91999816894531,54.45000076293945,-0.8557855456587049,26.390631534922626
